Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted
980.7777778,1.555555556,0.16,8.538964355
980.7777778,1.555555556,0.32,4.847765304
980.7777778,1.555555556,0.48,8.503131634
980.7777778,1.555555556,0.64,11.81873011
980.7777778,1.555555556,0.8,11.81873011
980.7777778,1.555555556,0.96,11.81873011
980.7777778,1.555555556,1.12,11.81873011
980.7777778,1.555555556,1.28,11.81873011
980.7777778,1.555555556,1.44,11.81873011
980.7777778,2.111111111,0,5.681093958
980.7777778,2.111111111,0.16,2.269480747
980.7777778,2.111111111,0.32,0
980.7777778,2.111111111,0.48,1.665991674
980.7777778,2.111111111,0.64,4.401791544
980.7777778,2.111111111,0.8,4.401791544
980.7777778,2.111111111,0.96,4.401791544
980.7777778,2.111111111,1.12,4.401791544
980.7777778,2.111111111,1.28,4.401791544
980.7777778,2.111111111,1.44,4.401791544
980.7777778,2.666666667,0,8.032916057
980.7777778,2.666666667,0.16,4.901961209
980.7777778,2.666666667,0.32,1.250812279
980.7777778,2.666666667,0.48,4.032134384
980.7777778,2.666666667,0.64,6.68887617
980.7777778,2.666666667,0.8,6.68887617
980.7777778,2.666666667,0.96,6.68887617
980.7777778,2.666666667,1.12,6.68887617
980.7777778,2.666666667,1.28,6.68887617
980.7777778,2.666666667,1.44,6.68887617
980.7777778,3.222222222,0,8.185597104
980.7777778,3.222222222,0.16,3.698234493
980.7777778,3.222222222,0.32,0.018711081
980.7777778,3.222222222,0.48,2.749093414
980.7777778,3.222222222,0.64,5.405830967
980.7777778,3.222222222,0.8,5.405830967
980.7777778,3.222222222,0.96,5.405830967
980.7777778,3.222222222,1.12,5.405830967
980.7777778,3.222222222,1.28,5.405830967
980.7777778,3.222222222,1.44,5.405830967
980.7777778,3.777777778,0,8.185597104
980.7777778,3.777777778,0.16,3.698234493
980.7777778,3.777777778,0.32,0.018711081
980.7777778,3.777777778,0.48,2.749093414
980.7777778,3.777777778,0.64,5.405830967
980.7777778,3.777777778,0.8,5.405830967
980.7777778,3.777777778,0.96,5.405830967
980.7777778,3.777777778,1.12,5.405830967
980.7777778,3.777777778,1.28,5.405830967
980.7777778,3.777777778,1.44,5.405830967
980.7777778,4.333333333,0,7.002795628
980.7777778,4.333333333,0.16,2.265614475
980.7777778,4.333333333,0.32,0
980.7777778,4.333333333,0.48,1.107301139
980.7777778,4.333333333,0.64,3.532118936
980.7777778,4.333333333,0.8,3.532118936
980.7777778,4.333333333,0.96,3.532118936
980.7777778,4.333333333,1.12,3.532118936
980.7777778,4.333333333,1.28,3.532118936
980.7777778,4.333333333,1.44,3.532118936
980.7777778,4.888888889,0,7.002795628
980.7777778,4.888888889,0.16,2.265614475
980.7777778,4.888888889,0.32,0
980.7777778,4.888888889,0.48,1.107301139
980.7777778,4.888888889,0.64,3.532118936
980.7777778,4.888888889,0.8,3.532118936
980.7777778,4.888888889,0.96,3.532118936
980.7777778,4.888888889,1.12,3.532118936
980.7777778,4.888888889,1.28,3.532118936
980.7777778,4.888888889,1.44,3.532118936
980.7777778,5.444444444,0,6.249313256
980.7777778,5.444444444,0.16,1.492396612
980.7777778,5.444444444,0.32,0
980.7777778,5.444444444,0.48,0.334083346
980.7777778,5.444444444,0.64,2.758902914
980.7777778,5.444444444,0.8,2.758902914
980.7777778,5.444444444,0.96,2.758902914
980.7777778,5.444444444,1.12,2.758902914
980.7777778,5.444444444,1.28,2.758902914
980.7777778,5.444444444,1.44,2.758902914
980.7777778,6,0,6.249313256
980.7777778,6,0.16,1.492396612
980.7777778,6,0.32,0
980.7777778,6,0.48,0.334083346
980.7777778,6,0.64,2.758902914
980.7777778,6,0.8,2.758902914
980.7777778,6,0.96,2.758902914
980.7777778,6,1.12,2.758902914
980.7777778,6,1.28,2.758902914
980.7777778,6,1.44,2.758902914
1032.333333,1,0,18.87784608
1032.333333,1,0.16,16.78812667
1032.333333,1,0.32,12.82888998
1032.333333,1,0.48,16.11897537
1032.333333,1,0.64,19.43458195
1032.333333,1,0.8,19.43458195
1032.333333,1,0.96,19.43458195
1032.333333,1,1.12,19.43458195
1032.333333,1,1.28,19.43458195
1032.333333,1,1.44,19.43458195
1032.333333,1.555555556,0,18.87784608
1032.333333,1.555555556,0.16,16.78812667
1032.333333,1.555555556,0.32,12.82888998
1032.333333,1.555555556,0.48,16.11897537
1032.333333,1.555555556,0.64,19.43458195
1032.333333,1.555555556,0.8,19.43458195
1032.333333,1.555555556,0.96,19.43458195
1032.333333,1.555555556,1.12,19.43458195
1032.333333,1.555555556,1.28,19.43458195
1032.333333,1.555555556,1.44,19.43458195
1032.333333,2.111111111,0,13.82629957
1032.333333,2.111111111,0.16,10.46785317
1032.333333,2.111111111,0.32,6.508620903
1032.333333,2.111111111,0.48,9.231027302
1032.333333,2.111111111,0.64,11.96682883
1032.333333,2.111111111,0.8,11.96682883
1032.333333,2.111111111,0.96,11.96682883
1032.333333,2.111111111,1.12,11.96682883
1032.333333,2.111111111,1.28,11.96682883
1032.333333,2.111111111,1.44,11.96682883
1032.333333,2.666666667,0,16.08872095
1032.333333,2.666666667,0.16,13.01093622
1032.333333,2.666666667,0.32,9.0917458
1032.333333,2.666666667,0.48,11.50777132
1032.333333,2.666666667,0.64,14.16452341
1032.333333,2.666666667,0.8,14.16452341
1032.333333,2.666666667,0.96,14.16452341
1032.333333,2.666666667,1.12,14.16452341
1032.333333,2.666666667,1.28,14.16452341
1032.333333,2.666666667,1.44,14.16452341
1032.333333,3.222222222,0,16.00186352
1032.333333,3.222222222,0.16,11.56767213
1032.333333,3.222222222,0.32,7.620108801
1032.333333,3.222222222,0.48,9.985192055
1032.333333,3.222222222,0.64,12.64194856
1032.333333,3.222222222,0.8,12.64194856
1032.333333,3.222222222,0.96,12.64194856
1032.333333,3.222222222,1.12,12.64194856
1032.333333,3.222222222,1.28,12.64194856
1032.333333,3.222222222,1.44,12.64194856
1032.333333,3.777777778,0,16.00186352
1032.333333,3.777777778,0.16,11.56767213
1032.333333,3.777777778,0.32,7.620108801
1032.333333,3.777777778,0.48,9.985192055
1032.333333,3.777777778,0.64,12.64194856
1032.333333,3.777777778,0.8,12.64194856
1032.333333,3.777777778,0.96,12.64194856
1032.333333,3.777777778,1.12,12.64194856
1032.333333,3.777777778,1.28,12.64194856
1032.333333,3.777777778,1.44,12.64194856
1032.333333,4.333333333,0,14.64792432
1032.333333,4.333333333,0.16,9.963900596
1032.333333,4.333333333,0.32,6.016338736
1032.333333,4.333333333,0.48,8.172252768
1032.333333,4.333333333,0.64,10.59707489
1032.333333,4.333333333,0.8,10.59707489
1032.333333,4.333333333,0.96,10.59707489
1032.333333,4.333333333,1.12,10.59707489
1032.333333,4.333333333,1.28,10.59707489
1032.333333,4.333333333,1.44,10.59707489
1032.333333,4.888888889,0,14.64792432
1032.333333,4.888888889,0.16,9.963900596
1032.333333,4.888888889,0.32,6.016338736
1032.333333,4.888888889,0.48,8.172252768
1032.333333,4.888888889,0.64,10.59707489
1032.333333,4.888888889,0.8,10.59707489
1032.333333,4.888888889,0.96,10.59707489
1032.333333,4.888888889,1.12,10.59707489
1032.333333,4.888888889,1.28,10.59707489
1032.333333,4.888888889,1.44,10.59707489
1032.333333,5.444444444,0,13.89444784
1032.333333,5.444444444,0.16,9.190679237
1032.333333,5.444444444,0.32,5.243118849
1032.333333,5.444444444,0.48,7.399032146
1032.333333,5.444444444,0.64,9.823854268
1032.333333,5.444444444,0.8,9.823854268
1032.333333,5.444444444,0.96,9.823854268
1032.333333,5.444444444,1.12,9.823854268
1032.333333,5.444444444,1.28,9.823854268
1032.333333,5.444444444,1.44,9.823854268
1032.333333,6,0,13.89444784
1032.333333,6,0.16,9.190679237
1032.333333,6,0.32,5.243118849
1032.333333,6,0.48,7.399032146
1032.333333,6,0.64,9.823854268
1032.333333,6,0.8,9.823854268
1032.333333,6,0.96,9.823854268
1032.333333,6,1.12,9.823854268
1032.333333,6,1.28,9.823854268
1032.333333,6,1.44,9.823854268
1083.888889,1,0,24.25855631
1083.888889,1,0.16,22.06238254
1083.888889,1,0.32,17.42587814
1083.888889,1,0.48,20.22276636
1083.888889,1,0.64,23.43302277
1083.888889,1,0.8,23.43302277
1083.888889,1,0.96,23.43302277
1083.888889,1,1.12,23.43302277
1083.888889,1,1.28,23.43302277
1083.888889,1,1.44,23.43302277
1083.888889,1.555555556,0,24.25855631
1083.888889,1.555555556,0.16,22.06238254
1083.888889,1.555555556,0.32,17.42587814
1083.888889,1.555555556,0.48,20.22276636
1083.888889,1.555555556,0.64,23.43302277
1083.888889,1.555555556,0.8,23.43302277
1083.888889,1.555555556,0.96,23.43302277
1083.888889,1.555555556,1.12,23.43302277
1083.888889,1.555555556,1.28,23.43302277
1083.888889,1.555555556,1.44,23.43302277
1083.888889,2.111111111,0,19.38175669
1083.888889,2.111111111,0.16,15.91683607
1083.888889,2.111111111,0.32,11.28032798
1083.888889,2.111111111,0.48,13.50956151
1083.888889,2.111111111,0.64,16.14001949
1083.888889,2.111111111,0.8,16.14001949
1083.888889,2.111111111,0.96,16.14001949
1083.888889,2.111111111,1.12,16.14001949
1083.888889,2.111111111,1.28,16.14001949
1083.888889,2.111111111,1.44,16.14001949
1083.888889,2.666666667,0,22.22845651
1083.888889,2.666666667,0.16,19.04420419
1083.888889,2.666666667,0.32,14.44774309
1083.888889,2.666666667,0.48,16.37059206
1083.888889,2.666666667,0.64,18.92199104
1083.888889,2.666666667,0.8,18.92199104
1083.888889,2.666666667,0.96,18.92199104
1083.888889,2.666666667,1.12,18.92199104
1083.888889,2.666666667,1.28,18.92199104
1083.888889,2.666666667,1.44,18.92199104
1083.888889,3.222222222,0,21.99166228
1083.888889,3.222222222,0.16,17.45099888
1083.888889,3.222222222,0.32,12.82616488
1083.888889,3.222222222,0.48,14.69807305
1083.888889,3.222222222,0.64,17.24946908
1083.888889,3.222222222,0.8,17.24946908
1083.888889,3.222222222,0.96,17.24946908
1083.888889,3.222222222,1.12,17.24946908
1083.888889,3.222222222,1.28,17.24946908
1083.888889,3.222222222,1.44,17.24946908
1083.888889,3.777777778,0,21.99166228
1083.888889,3.777777778,0.16,17.45099888
1083.888889,3.777777778,0.32,12.82616488
1083.888889,3.777777778,0.48,14.69807305
1083.888889,3.777777778,0.64,17.24946908
1083.888889,3.777777778,0.8,17.24946908
1083.888889,3.777777778,0.96,17.24946908
1083.888889,3.777777778,1.12,17.24946908
1083.888889,3.777777778,1.28,17.24946908
1083.888889,3.777777778,1.44,17.24946908
1083.888889,4.333333333,0,22.26507688
1083.888889,4.333333333,0.16,17.47458702
1083.888889,4.333333333,0.32,12.84975155
1083.888889,4.333333333,0.48,14.5124905
1083.888889,4.333333333,0.64,16.83196834
1083.888889,4.333333333,0.8,16.83196834
1083.888889,4.333333333,0.96,16.83196834
1083.888889,4.333333333,1.12,16.83196834
1083.888889,4.333333333,1.28,16.83196834
1083.888889,4.333333333,1.44,16.83196834
1083.888889,4.888888889,0,22.26507688
1083.888889,4.888888889,0.16,17.47458702
1083.888889,4.888888889,0.32,12.84975155
1083.888889,4.888888889,0.48,14.5124905
1083.888889,4.888888889,0.64,16.83196834
1083.888889,4.888888889,0.8,16.83196834
1083.888889,4.888888889,0.96,16.83196834
1083.888889,4.888888889,1.12,16.83196834
1083.888889,4.888888889,1.28,16.83196834
1083.888889,4.888888889,1.44,16.83196834
1083.888889,5.444444444,0,21.45538458
1083.888889,5.444444444,0.16,16.64515648
1083.888889,5.444444444,0.32,12.02030481
1083.888889,5.444444444,0.48,13.68306143
1083.888889,5.444444444,0.64,16.00253633
1083.888889,5.444444444,0.8,16.00253633
1083.888889,5.444444444,0.96,16.00253633
1083.888889,5.444444444,1.12,16.00253633
1083.888889,5.444444444,1.28,16.00253633
1083.888889,5.444444444,1.44,16.00253633
1083.888889,6,0,21.45538458
1083.888889,6,0.16,16.64515648
1083.888889,6,0.32,12.02030481
1083.888889,6,0.48,13.68306143
1083.888889,6,0.64,16.00253633
1083.888889,6,0.8,16.00253633
1083.888889,6,0.96,16.00253633
1083.888889,6,1.12,16.00253633
1083.888889,6,1.28,16.00253633
1083.888889,6,1.44,16.00253633
1135.444444,1,0,24.17569894
1135.444444,1,0.16,22.18438516
1135.444444,1,0.32,17.43814332
1135.444444,1,0.48,20.16371797
1135.444444,1,0.64,23.332874
1135.444444,1,0.8,23.332874
1135.444444,1,0.96,23.332874
1135.444444,1,1.12,23.332874
1135.444444,1,1.28,23.332874
1135.444444,1,1.44,23.332874
1135.444444,1.555555556,0,24.17569894
1135.444444,1.555555556,0.16,22.18438516
1135.444444,1.555555556,0.32,17.43814332
1135.444444,1.555555556,0.48,20.16371797
1135.444444,1.555555556,0.64,23.332874
1135.444444,1.555555556,0.8,23.332874
1135.444444,1.555555556,0.96,23.332874
1135.444444,1.555555556,1.12,23.332874
1135.444444,1.555555556,1.28,23.332874
1135.444444,1.555555556,1.44,23.332874
1135.444444,2.111111111,0,18.64852049
1135.444444,2.111111111,0.16,15.38845692
1135.444444,2.111111111,0.32,10.64222391
1135.444444,2.111111111,0.48,12.80013135
1135.444444,2.111111111,0.64,15.38949043
1135.444444,2.111111111,0.8,15.38949043
1135.444444,2.111111111,0.96,15.38949043
1135.444444,2.111111111,1.12,15.38949043
1135.444444,2.111111111,1.28,15.38949043
1135.444444,2.111111111,1.44,15.38949043
1135.444444,2.666666667,0,22.63825893
1135.444444,2.666666667,0.16,19.6588666
1135.444444,2.666666667,0.32,14.95266808
1135.444444,2.666666667,0.48,16.80420347
1135.444444,2.666666667,0.64,19.31450059
1135.444444,2.666666667,0.8,19.31450059
1135.444444,2.666666667,0.96,19.31450059
1135.444444,2.666666667,1.12,19.31450059
1135.444444,2.666666667,1.28,19.31450059
1135.444444,2.666666667,1.44,19.31450059
1135.444444,3.222222222,0,22.4014647
1135.444444,3.222222222,0.16,18.06566129
1135.444444,3.222222222,0.32,13.33108986
1135.444444,3.222222222,0.48,15.13168446
1135.444444,3.222222222,0.64,17.64198158
1135.444444,3.222222222,0.8,17.64198158
1135.444444,3.222222222,0.96,17.64198158
1135.444444,3.222222222,1.12,17.64198158
1135.444444,3.222222222,1.28,17.64198158
1135.444444,3.222222222,1.44,17.64198158
1135.444444,3.777777778,0,22.4014647
1135.444444,3.777777778,0.16,18.06566129
1135.444444,3.777777778,0.32,13.33108986
1135.444444,3.777777778,0.48,15.13168446
1135.444444,3.777777778,0.64,17.64198158
1135.444444,3.777777778,0.8,17.64198158
1135.444444,3.777777778,0.96,17.64198158
1135.444444,3.777777778,1.12,17.64198158
1135.444444,3.777777778,1.28,17.64198158
1135.444444,3.777777778,1.44,17.64198158
1135.444444,4.333333333,0,22.57489984
1135.444444,4.333333333,0.16,17.98926998
1135.444444,4.333333333,0.32,13.25469707
1135.444444,4.333333333,0.48,14.84612245
1135.444444,4.333333333,0.64,17.12449844
1135.444444,4.333333333,0.8,17.12449844
1135.444444,4.333333333,0.96,17.12449844
1135.444444,4.333333333,1.12,17.12449844
1135.444444,4.333333333,1.28,17.12449844
1135.444444,4.333333333,1.44,17.12449844
1135.444444,4.888888889,0,22.57489984
1135.444444,4.888888889,0.16,17.98926998
1135.444444,4.888888889,0.32,13.25469707
1135.444444,4.888888889,0.48,14.84612245
1135.444444,4.888888889,0.64,17.12449844
1135.444444,4.888888889,0.8,17.12449844
1135.444444,4.888888889,0.96,17.12449844
1135.444444,4.888888889,1.12,17.12449844
1135.444444,4.888888889,1.28,17.12449844
1135.444444,4.888888889,1.44,17.12449844
1135.444444,5.444444444,0,21.76520755
1135.444444,5.444444444,0.16,17.15983943
1135.444444,5.444444444,0.32,12.42526653
1135.444444,5.444444444,0.48,14.01669043
1135.444444,5.444444444,0.64,16.29506937
1135.444444,5.444444444,0.8,16.29506937
1135.444444,5.444444444,0.96,16.29506937
1135.444444,5.444444444,1.12,16.29506937
1135.444444,5.444444444,1.28,16.29506937
1135.444444,5.444444444,1.44,16.29506937
1135.444444,6,0,21.76520755
1135.444444,6,0.16,17.15983943
1135.444444,6,0.32,12.42526653
1135.444444,6,0.48,14.01669043
1135.444444,6,0.64,16.29506937
1135.444444,6,0.8,16.29506937
1135.444444,6,0.96,16.29506937
1135.444444,6,1.12,16.29506937
1135.444444,6,1.28,16.29506937
1135.444444,6,1.44,16.29506937
1187,1,0,27.1658695
1187,1,0.16,26.21021249
1187,1,0.32,21.46397654
1187,1,0.48,23.96910613
1187,1,0.64,27.08547665
1187,1,0.8,27.08547665
1187,1,0.96,27.08547665
1187,1,1.12,27.08547665
1187,1,1.28,27.08547665
1187,1,1.44,27.08547665
1187,1.555555556,0,27.1658695
1187,1.555555556,0.16,26.21021249
1187,1.555555556,0.32,21.46397654
1187,1.555555556,0.48,23.96910613
1187,1.555555556,0.64,27.08547665
1187,1.555555556,0.8,27.08547665
1187,1.555555556,0.96,27.08547665
1187,1.555555556,1.12,27.08547665
1187,1.555555556,1.28,27.08547665
1187,1.555555556,1.44,27.08547665
1187,2.111111111,0,21.75716326
1187,2.111111111,0.16,19.53279031
1187,2.111111111,0.32,14.78654994
1187,2.111111111,0.48,16.72402262
1187,2.111111111,0.64,19.26058736
1187,2.111111111,0.8,19.26058736
1187,2.111111111,0.96,19.26058736
1187,2.111111111,1.12,19.26058736
1187,2.111111111,1.28,19.26058736
1187,2.111111111,1.44,19.26058736
1187,2.666666667,0,25.97425449
1187,2.666666667,0.16,24.03051745
1187,2.666666667,0.32,19.32431893
1187,2.666666667,0.48,20.95541072
1187,2.666666667,0.64,23.41291646
1187,2.666666667,0.8,23.41291646
1187,2.666666667,0.96,23.41291646
1187,2.666666667,1.12,23.41291646
1187,2.666666667,1.28,23.41291646
1187,2.666666667,1.44,23.41291646
1187,3.222222222,0,25.79521897
1187,3.222222222,0.16,22.49507822
1187,3.222222222,0.32,17.76050678
1187,3.222222222,0.48,19.34065632
1187,3.222222222,0.64,21.79816205
1187,3.222222222,0.8,21.79816205
1187,3.222222222,0.96,21.79816205
1187,3.222222222,1.12,21.79816205
1187,3.222222222,1.28,21.79816205
1187,3.222222222,1.44,21.79816205
1187,3.777777778,0,25.79521897
1187,3.777777778,0.16,22.49507822
1187,3.777777778,0.32,17.76050678
1187,3.777777778,0.48,19.34065632
1187,3.777777778,0.64,21.79816205
1187,3.777777778,0.8,21.79816205
1187,3.777777778,0.96,21.79816205
1187,3.777777778,1.12,21.79816205
1187,3.777777778,1.28,21.79816205
1187,3.777777778,1.44,21.79816205
1187,4.333333333,0,25.8789479
1187,4.333333333,0.16,22.32898953
1187,4.333333333,0.32,17.59441957
1187,4.333333333,0.48,18.96539988
1187,4.333333333,0.64,21.19098153
1187,4.333333333,0.8,21.19098153
1187,4.333333333,0.96,21.19098153
1187,4.333333333,1.12,21.19098153
1187,4.333333333,1.28,21.19098153
1187,4.333333333,1.44,21.19098153
1187,4.888888889,0,25.8789479
1187,4.888888889,0.16,22.32898953
1187,4.888888889,0.32,17.59441957
1187,4.888888889,0.48,18.96539988
1187,4.888888889,0.64,21.19098153
1187,4.888888889,0.8,21.19098153
1187,4.888888889,0.96,21.19098153
1187,4.888888889,1.12,21.19098153
1187,4.888888889,1.28,21.19098153
1187,4.888888889,1.44,21.19098153
1187,5.444444444,0,25.11692215
1187,5.444444444,0.16,21.54723142
1187,5.444444444,0.32,16.81266146
1187,5.444444444,0.48,18.18364177
1187,5.444444444,0.64,20.40922342
1187,5.444444444,0.8,20.40922342
1187,5.444444444,0.96,20.40922342
1187,5.444444444,1.12,20.40922342
1187,5.444444444,1.28,20.40922342
1187,5.444444444,1.44,20.40922342
1187,6,0,25.11692215
1187,6,0.16,21.54723142
1187,6,0.32,16.81266146
1187,6,0.48,18.18364177
1187,6,0.64,20.40922342
1187,6,0.8,20.40922342
1187,6,0.96,20.40922342
1187,6,1.12,20.40922342
1187,6,1.28,20.40922342
1187,6,1.44,20.40922342
