Data Order,Temperature,pCH4_per_pO2,Contact time,Y(C2),R2,RMSE,MAE,n_estimators,max_depth,min_child_weight,gamma,subsample,colsample_bytree,learning_rate
1450,792.6,1.25,1.368,9.933110279,0.704915299,1.021723868,0.68754098,588,16,6.863067966,0.031732262,0.724800157,0.850874189,0.082838842
1451,792.6,1.25,1.44,9.933110279,0.704915299,1.021723868,0.68754098,870,49,6.167066085,0.018504172,0.688743744,0.518897168,0.097213384
1860,815.8,1,0.648,9.933110279,0.704915299,1.021723868,0.68754098,810,21,7.754230568,0.013200233,0.667371527,0.511568043,0.093602044
1861,815.8,1,0.72,9.933110279,0.704915299,1.021723868,0.68754098,488,27,4.062476576,0.0063009,0.711767073,0.62931994,0.037065111
1862,815.8,1,0.792,9.933110279,0.704915299,1.021723868,0.68754098,455,13,5.493181015,0.225083151,0.774712218,0.658659804,0.095570948
1863,815.8,1,0.864,9.933110279,0.704915299,1.021723868,0.68754098,813,46,2.382156237,0.022046294,0.714433696,0.55792052,0.085009746
1864,815.8,1,0.936,9.933110279,0.704915299,1.021723868,0.68754098,311,2,2.848718697,0.019140284,0.666233474,0.871311505,0.091841626
1865,815.8,1,1.008,9.933110279,0.704915299,1.021723868,0.68754098,811,31,7.885435287,0.014795801,0.779958476,0.519475354,0.080509128
1866,815.8,1,1.08,9.933110279,0.704915299,1.021723868,0.68754098,928,2,1.637966903,0.006036019,0.570289938,0.945634355,0.067882785
1867,815.8,1,1.152,9.933110279,0.704915299,1.021723868,0.68754098,936,43,7.583985133,0.011952665,0.855195433,0.514683755,0.044751212
1868,815.8,1,1.224,9.933110279,0.704915299,1.021723868,0.68754098,852,2,8.814220734,0.016108586,0.95768426,0.732630768,0.073770448
1869,815.8,1,1.296,9.933110279,0.704915299,1.021723868,0.68754098,618,31,5.575225471,0.05952777,0.782918088,0.625728309,0.099489697
1870,815.8,1,1.368,9.933110279,0.704915299,1.021723868,0.68754098,284,46,5.934222297,0.010719113,0.557780383,0.588533149,0.079320872
1871,815.8,1,1.44,9.933110279,0.704915299,1.021723868,0.68754098,896,2,3.109646811,0.043857105,0.627839549,0.85591276,0.026732743
1881,815.8,1.25,0.648,9.933110279,0.704915299,1.021723868,0.68754098,540,3,2.129471639,0.011283864,0.550441406,0.7696076,0.031920576
1882,815.8,1.25,0.72,9.933110279,0.704915299,1.021723868,0.68754098,886,20,6.081449488,0.029107919,0.754699406,0.537141261,0.037779245
1883,815.8,1.25,0.792,9.933110279,0.704915299,1.021723868,0.68754098,719,6,5.147109368,0.012168145,0.998642946,0.521842664,0.08374714
1884,815.8,1.25,0.864,9.933110279,0.704915299,1.021723868,0.68754098,1000,34,2.240525395,0.024297515,0.577413564,0.538667508,0.069402848
1885,815.8,1.25,0.936,9.933110279,0.704915299,1.021723868,0.68754098,802,42,8.189322869,0.003949518,0.893171175,0.608045741,0.049747516
1886,815.8,1.25,1.008,9.933110279,0.704915299,1.021723868,0.68754098,431,9,3.784815482,0.017629301,0.546521512,0.621248327,0.03752966
1887,815.8,1.25,1.08,9.933110279,0.704915299,1.021723868,0.68754098,203,4,5.662255245,0.010197239,0.954005164,0.558984573,0.074569097
1888,815.8,1.25,1.152,9.933110279,0.704915299,1.021723868,0.68754098,920,2,1.820960864,0.005836736,0.804032915,0.818367483,0.069163612
1889,815.8,1.25,1.224,9.933110279,0.704915299,1.021723868,0.68754098,371,21,4.051899497,0.001213182,0.82807663,0.928475328,0.072037361
1890,815.8,1.25,1.296,9.933110279,0.704915299,1.021723868,0.68754098,748,2,3.789634652,0.001758722,0.768965659,0.771193583,0.051201252
1891,815.8,1.25,1.368,9.933110279,0.704915299,1.021723868,0.68754098,290,43,5.493941799,0.002629856,0.658479146,0.516239433,0.065959207
1892,815.8,1.25,1.44,9.933110279,0.704915299,1.021723868,0.68754098,455,30,4.92089633,0.018036369,0.768485603,0.501916981,0.074032688
6947,1163.8,1,1.44,25.07122104,0.720151349,0.994738664,0.691294769,571,25,5.802868779,0.002915073,0.743249091,0.556026478,0.034824683
6968,1163.8,1.25,1.44,25.07122104,0.720151349,0.994738664,0.691294769,880,39,7.020238098,0.032775364,0.774927316,0.585483034,0.095008431
6505,1140.6,1,1.368,23.332874,0.712343816,1.008575833,0.705269425,945,43,3.774070776,0.014555969,0.84384176,0.616368521,0.069376205
6526,1140.6,1.25,1.368,23.332874,0.712343816,1.008575833,0.705269425,817,26,6.645350651,0.215261854,0.73874532,0.519235895,0.021103119
4742,1047.8,1,1.44,19.2447947,0.681457831,1.06145288,0.712530605,858,27,5.796938172,0.014394922,0.784019637,0.535071445,0.06199115
4763,1047.8,1.25,1.44,19.2447947,0.681457831,1.06145288,0.712530605,617,30,4.865317284,0.021588122,0.512667091,0.571593685,0.099883974
4741,1047.8,1,1.368,19.2447947,0.684629764,1.056154867,0.71794715,353,3,3.792248176,0.00035428,0.686009843,0.988615079,0.084419936
4762,1047.8,1.25,1.368,19.2447947,0.684629764,1.056154867,0.71794715,744,2,2.71110791,0.015171929,0.529547461,0.840991527,0.065907874
6946,1163.8,1,1.368,25.07122104,0.711098081,1.010700785,0.718751332,742,10,4.897873216,0.013388468,0.827115484,0.550425631,0.036354606
6967,1163.8,1.25,1.368,25.07122104,0.711098081,1.010700785,0.718751332,276,38,2.9191838,0.014064037,0.621307652,0.535804738,0.093390143
4740,1047.8,1,1.296,19.2447947,0.687801697,1.050830143,0.723363695,680,2,1.431187998,0.005895372,0.527689153,0.825084103,0.059542169
4761,1047.8,1.25,1.296,19.2447947,0.687801697,1.050830143,0.723363695,960,42,4.241088162,0.014343023,0.951235163,0.510529093,0.095416289
6504,1140.6,1,1.296,23.332874,0.707878508,1.016373785,0.727484686,339,19,2.992949805,0.012302444,0.661825235,0.592060262,0.068723508
6525,1140.6,1.25,1.296,23.332874,0.707878508,1.016373785,0.727484686,834,15,7.706736273,0.017281413,0.696707737,0.5296625,0.098263671
5183,1071,1,1.44,18.51351215,0.665906673,1.087070183,0.728653819,466,47,2.874233466,0.016956211,0.715276999,0.522546186,0.077911764
5204,1071,1.25,1.44,18.51351215,0.665906673,1.087070183,0.728653819,431,34,3.761918779,0.006335886,0.941237144,0.552757709,0.05611841
4739,1047.8,1,1.224,19.2447947,0.69097363,1.045478301,0.72878024,792,36,5.965227981,0.020762762,0.656979456,0.500985466,0.082975705
4760,1047.8,1.25,1.224,19.2447947,0.69097363,1.045478301,0.72878024,565,34,2.000066639,0.009297457,0.903046187,0.50014181,0.043990339
5182,1071,1,1.368,18.51351215,0.669510903,1.081190575,0.731899329,591,16,3.700924856,0.002444964,0.650639262,0.54990334,0.0404542
5203,1071,1.25,1.368,18.51351215,0.669510903,1.081190575,0.731899329,612,44,5.102384171,0.006331529,0.770157373,0.548083427,0.030225551
4738,1047.8,1,1.152,19.2447947,0.694145563,1.040098921,0.734196786,422,27,3.790873015,0.009741503,0.584918162,0.575377855,0.047382771
4759,1047.8,1.25,1.152,19.2447947,0.694145563,1.040098921,0.734196786,468,34,4.33236412,0.021524534,0.76429976,0.545447063,0.043848581
5181,1071,1,1.296,18.51351215,0.673115133,1.075278818,0.73514484,842,36,7.022206193,0.07593934,0.834270457,0.617432404,0.081487985
5202,1071,1.25,1.296,18.51351215,0.673115133,1.075278818,0.73514484,599,20,2.292113338,0.002147715,0.694935932,0.617623296,0.047642499
5180,1071,1,1.224,18.51351215,0.676719363,1.069334379,0.73839035,214,46,3.115141072,0.002176632,0.705443925,0.501111627,0.099846533
5201,1071,1.25,1.224,18.51351215,0.676719363,1.069334379,0.73839035,864,16,6.544633015,0.029925928,0.667493568,0.638294033,0.044323322
4737,1047.8,1,1.08,19.2447947,0.697317496,1.034691573,0.739613331,439,7,4.972312693,0.013861629,0.563248307,0.534977356,0.062198731
4758,1047.8,1.25,1.08,19.2447947,0.697317496,1.034691573,0.739613331,298,9,2.07432933,0.011830106,0.688356317,0.550035965,0.095746593
5179,1071,1,1.152,18.51351215,0.680323593,1.063356709,0.74163586,892,31,5.57778532,0.00369514,0.726244924,0.570826173,0.027211016
5200,1071,1.25,1.152,18.51351215,0.680323593,1.063356709,0.74163586,758,25,4.168812316,0.019807453,0.638146054,0.586764026,0.016485327
5178,1071,1,1.08,18.51351215,0.683927823,1.057345246,0.74488137,836,29,3.949273584,0.021266079,0.639875681,0.856617984,0.070205758
5199,1071,1.25,1.08,18.51351215,0.683927823,1.057345246,0.74488137,371,2,6.128771176,0.017039425,0.803059889,0.729143691,0.091336097
4736,1047.8,1,1.008,19.2447947,0.700489429,1.029255818,0.745029876,839,43,3.840059621,0.017843841,0.514090588,0.548070715,0.040152465
4757,1047.8,1.25,1.008,19.2447947,0.700489429,1.029255818,0.745029876,275,49,7.18825234,0.012177895,0.928391001,0.629271788,0.074093484
6945,1163.8,1,1.296,25.07122104,0.702044813,1.026414704,0.746207895,974,42,4.871515471,0.023827896,0.5002803,0.58390399,0.068157553
6966,1163.8,1.25,1.296,25.07122104,0.702044813,1.026414704,0.746207895,952,10,1.192471814,0.008884311,0.533402721,0.54726128,0.086057282
5624,1094.2,1,1.44,23.12969825,0.648447575,1.114985958,0.747841937,607,44,3.128411277,0.014018073,0.991522226,0.624334557,0.056971915
5645,1094.2,1.25,1.44,23.12969825,0.648447575,1.114985958,0.747841937,866,8,7.917844927,0.012058674,0.723554846,0.566155344,0.080306461
5177,1071,1,1.008,18.51351215,0.687532053,1.051299408,0.748126881,610,50,7.989014468,0.062813416,0.956286484,0.607882954,0.04350933
5198,1071,1.25,1.008,18.51351215,0.687532053,1.051299408,0.748126881,601,42,6.951408273,0.005889785,0.97404846,0.516320394,0.031225361
6503,1140.6,1,1.224,23.332874,0.703413201,1.024112363,0.749699947,908,48,1.255430085,0.016936402,0.718133032,0.624025952,0.095675485
6524,1140.6,1.25,1.224,23.332874,0.703413201,1.024112363,0.749699947,191,34,2.018333307,0.000674664,0.853121545,0.544311328,0.080867546
4735,1047.8,1,0.936,19.2447947,0.703661362,1.023791202,0.750446422,1000,36,6.759729828,0.006359325,0.925501131,0.563929757,0.01891414
4756,1047.8,1.25,0.936,19.2447947,0.703661362,1.023791202,0.750446422,454,40,2.635955561,0.014799971,0.714684212,0.517459473,0.096882182
5176,1071,1,0.936,18.51351215,0.691136283,1.045218601,0.751372391,970,27,5.107742712,0.021367976,0.668425606,0.600583959,0.073149478
5197,1071,1.25,0.936,18.51351215,0.691136283,1.045218601,0.751372391,200,24,3.255119015,0.008180591,0.946500172,0.560910506,0.090659883
5175,1071,1,0.864,18.51351215,0.69478121,1.039032941,0.754552959,581,40,2.897426731,0.009968558,0.524518091,0.556765746,0.046806801
5196,1071,1.25,0.864,18.51351215,0.69478121,1.039032941,0.754552959,285,20,3.37388258,0.008727799,0.738844008,0.542179183,0.086493785
4734,1047.8,1,0.864,19.2447947,0.70687562,1.018223752,0.755790004,482,23,4.042148192,0.00413945,0.927762922,0.517671558,0.040539862
4755,1047.8,1.25,0.864,19.2447947,0.70687562,1.018223752,0.755790004,1000,16,3.3685973,0.014977444,0.642850126,0.639061723,0.033059574
5174,1071,1,0.792,18.51351215,0.69838544,1.03287992,0.757798469,569,43,7.132836141,0.010746613,0.807828803,0.653329673,0.07427583
5195,1071,1.25,0.792,18.51351215,0.69838544,1.03287992,0.757798469,595,40,6.459213347,0.005547444,0.565492194,0.615889486,0.076419963
5173,1071,1,0.72,18.51351215,0.702030366,1.02661992,0.760979037,641,2,2.120766089,0.010651607,0.585772485,0.767131984,0.054959094
5194,1071,1.25,0.72,18.51351215,0.702030366,1.02661992,0.760979037,540,28,8.59035212,0.045406579,0.600761292,0.588158821,0.098123685
4733,1047.8,1,0.792,19.2447947,0.710047554,1.012699608,0.76120655,917,50,4.727394589,0.017464409,0.979581151,0.500600072,0.093447463
4754,1047.8,1.25,0.792,19.2447947,0.710047554,1.012699608,0.76120655,999,26,4.74391354,0.017455174,0.963821261,0.61091061,0.072775946
5172,1071,1,0.648,18.51351215,0.705634596,1.020392051,0.764224547,893,25,6.150229111,0.007720833,0.656453214,0.540489819,0.035177858
5193,1071,1.25,0.648,18.51351215,0.705634596,1.020392051,0.764224547,590,42,3.846513688,0.006265022,0.540483885,0.878584812,0.086419475
4732,1047.8,1,0.72,19.2447947,0.713261812,1.007070841,0.766550132,469,42,4.098561434,0.003191938,0.922708349,0.519813983,0.039226926
4753,1047.8,1.25,0.72,19.2447947,0.713261812,1.007070841,0.766550132,636,11,3.182485768,0.050400734,0.546584807,0.533571688,0.080244481
6502,1140.6,1,1.152,23.332874,0.698947893,1.031792902,0.771915208,675,4,1.311296147,0.009633408,0.998420148,0.552945528,0.027537674
6523,1140.6,1.25,1.152,23.332874,0.698947893,1.031792902,0.771915208,700,46,2.018849676,0.043518586,0.615639572,0.655853784,0.072980982
4731,1047.8,1,0.648,19.2447947,0.716433745,1.00148518,0.771966677,962,21,7.543966538,0.097036172,0.867401015,0.644274372,0.094053221
4752,1047.8,1.25,0.648,19.2447947,0.716433745,1.00148518,0.771966677,540,36,6.057849442,0.003689544,0.995115287,0.570293139,0.057777721
6944,1163.8,1,1.224,25.07122104,0.692991545,1.04189165,0.773664458,346,29,6.866136519,0.011771159,0.714823527,0.548995036,0.075275053
6965,1163.8,1.25,1.224,25.07122104,0.692991545,1.04189165,0.773664458,807,2,7.365224379,0.006657079,0.853410278,0.881265928,0.05780472
5623,1094.2,1,1.368,23.12969825,0.638533207,1.130598884,0.778898342,311,34,3.630445173,0.004869122,0.615813805,0.54319252,0.055033238
5644,1094.2,1.25,1.368,23.12969825,0.638533207,1.130598884,0.778898342,987,15,5.483955463,0.040736743,0.625512154,0.521641275,0.08830214
6501,1140.6,1,1.08,23.332874,0.694482585,1.039416689,0.794130469,478,12,7.944338012,0.012283244,0.966149806,0.501400706,0.072253345
6522,1140.6,1.25,1.08,23.332874,0.694482585,1.039416689,0.794130469,286,46,2.216308501,0.028578413,0.552211057,0.872147077,0.063368717
6943,1163.8,1,1.152,25.07122104,0.683938277,1.057142033,0.801121021,338,42,6.146762575,0.007121532,0.765588508,0.573571807,0.067639334
6964,1163.8,1.25,1.152,25.07122104,0.683938277,1.057142033,0.801121021,585,28,4.113946073,0.029475133,0.57432608,0.520208976,0.055368225
5622,1094.2,1,1.296,23.12969825,0.628618838,1.145999121,0.809954748,955,12,9.431104644,0.027685327,0.683798432,0.658686577,0.073769383
5643,1094.2,1.25,1.296,23.12969825,0.628618838,1.145999121,0.809954748,390,44,7.720772971,0.215628597,0.660988776,0.572317307,0.064546004
6500,1140.6,1,1.008,23.332874,0.690017278,1.046984963,0.81634573,278,4,4.421737116,0.010284988,0.72669536,0.52021143,0.084193353
6521,1140.6,1.25,1.008,23.332874,0.690017278,1.046984963,0.81634573,577,48,2.832838223,0.016919808,0.81770124,0.517496638,0.059881647
6942,1163.8,1,1.08,25.07122104,0.67488501,1.07217552,0.828577584,702,41,6.856782571,0.562581413,0.512335411,0.618516583,0.0707695
6963,1163.8,1.25,1.08,25.07122104,0.67488501,1.07217552,0.828577584,919,12,5.682688458,0.009393049,0.713716715,0.6664126,0.044451168
6499,1140.6,1,0.936,23.332874,0.68555197,1.054498921,0.838560991,968,13,2.501795406,0.026925846,0.57983679,0.611875869,0.059937175
6520,1140.6,1.25,0.936,23.332874,0.68555197,1.054498921,0.838560991,548,17,6.907877233,0.012459324,0.703221706,0.573665354,0.037108772
5621,1094.2,1,1.224,23.12969825,0.618704469,1.161195132,0.841011153,443,16,5.950596825,0.006261721,0.634381395,0.515496067,0.054422879
5642,1094.2,1.25,1.224,23.12969825,0.618704469,1.161195132,0.841011153,458,3,3.791541374,0.013498921,0.686611271,0.944467198,0.077521016
6941,1163.8,1,1.008,25.07122104,0.665831742,1.08700111,0.856034147,599,28,6.442024624,0.020774562,0.667612002,0.55292154,0.078262707
6962,1163.8,1.25,1.008,25.07122104,0.665831742,1.08700111,0.856034147,998,31,2.389801446,0.00238186,0.841426276,0.634788558,0.02132258
6498,1140.6,1,0.864,23.332874,0.681138976,1.061872609,0.860643418,953,16,6.854381191,0.001242113,0.718548663,0.556736662,0.055975111
6519,1140.6,1.25,0.864,23.332874,0.681138976,1.061872609,0.860643418,654,30,7.666965331,0.030332998,0.883912589,0.59981956,0.099313249
5620,1094.2,1,1.152,23.12969825,0.608790101,1.176194833,0.872067559,522,35,4.29819165,0.014578911,0.75079191,0.557472561,0.090545956
5641,1094.2,1.25,1.152,23.12969825,0.608790101,1.176194833,0.872067559,228,39,3.654510929,0.028789461,0.592465549,0.536640502,0.087190989
6497,1140.6,1,0.792,23.332874,0.676673669,1.069281954,0.882858679,860,20,2.131152767,0.010950154,0.858656095,0.54742136,0.090592104
6518,1140.6,1.25,0.792,23.332874,0.676673669,1.069281954,0.882858679,586,24,4.871517319,0.016238741,0.554861677,0.514629115,0.053418437
6940,1163.8,1,0.936,25.07122104,0.656778474,1.101627197,0.88349071,210,12,5.793818138,0.003269991,0.836866265,0.500382689,0.078571976
6961,1163.8,1.25,0.936,25.07122104,0.656778474,1.101627197,0.88349071,275,35,5.478444344,0.02366152,0.606171305,0.51915229,0.086777137
5619,1094.2,1,1.08,23.12969825,0.598875732,1.191005639,0.903123964,835,16,3.881561568,0.005047618,0.974886576,0.606659748,0.095312713
5640,1094.2,1.25,1.08,23.12969825,0.598875732,1.191005639,0.903123964,534,5,4.749660672,0.023908212,0.829053183,0.585236442,0.037041513
6496,1140.6,1,0.72,23.332874,0.672260675,1.076554393,0.904941107,513,14,7.738961554,0.028974007,0.849101948,0.527307362,0.060999976
6517,1140.6,1.25,0.72,23.332874,0.672260675,1.076554393,0.904941107,559,35,1.963838536,0.016778036,0.538758101,0.648925571,0.081206795
6939,1163.8,1,0.864,25.07122104,0.647778063,1.11597789,0.910793973,891,11,3.322941402,0.012105415,0.744846287,0.550521123,0.049854449
6960,1163.8,1.25,0.864,25.07122104,0.647778063,1.11597789,0.910793973,917,41,5.727065442,0.020660006,0.738580064,0.665728181,0.099718007
6495,1140.6,1,0.648,23.332874,0.667795368,1.083863378,0.927156368,722,31,7.926065953,0.037561071,0.824858166,0.544000548,0.046613697
6516,1140.6,1.25,0.648,23.332874,0.667795368,1.083863378,0.927156368,648,3,1.220016407,0.008647755,0.500998556,0.970661486,0.03774014
5618,1094.2,1,1.008,23.12969825,0.588961364,1.205634514,0.93418037,294,27,6.188953622,0.001126249,0.696875396,0.572847502,0.088785056
5639,1094.2,1.25,1.008,23.12969825,0.588961364,1.205634514,0.93418037,944,47,7.226277324,0.045038245,0.86887066,0.660443897,0.068446734
6938,1163.8,1,0.792,25.07122104,0.638724795,1.130229056,0.938250536,971,37,5.707854263,0.028477957,0.501239659,0.589903502,0.061301959
6959,1163.8,1.25,0.792,25.07122104,0.638724795,1.130229056,0.938250536,529,31,2.555331078,0.023103867,0.698652711,0.588449023,0.099204038
5617,1094.2,1,0.936,23.12969825,0.579046995,1.220088002,0.965236775,262,9,7.003031112,0.004407099,0.841526568,0.500270648,0.092747761
5638,1094.2,1.25,0.936,23.12969825,0.579046995,1.220088002,0.965236775,499,19,6.322605732,0.00378363,0.974458846,0.536894258,0.04178266
6937,1163.8,1,0.72,25.07122104,0.629724385,1.144221084,0.965553798,478,40,3.657055683,0.004789037,0.98569473,0.652435767,0.046251848
6958,1163.8,1.25,0.72,25.07122104,0.629724385,1.144221084,0.965553798,457,43,2.738400597,0.007820622,0.909329308,0.621528766,0.094221437
6936,1163.8,1,0.648,25.07122104,0.620671117,1.158124759,0.993010361,789,32,3.236062751,0.004149341,0.98512821,0.563723944,0.027517616
6957,1163.8,1.25,0.648,25.07122104,0.620671117,1.158124759,0.993010361,855,44,6.877805799,0.009128123,0.720676882,0.528658811,0.050155393
5616,1094.2,1,0.864,23.12969825,0.569185514,1.234296502,0.996155581,262,42,5.735764579,0.007210227,0.90782081,0.622595844,0.072933967
5637,1094.2,1.25,0.864,23.12969825,0.569185514,1.234296502,0.996155581,354,15,3.057010144,0.020930906,0.924104361,0.579823711,0.080246877
5615,1094.2,1,0.792,23.12969825,0.559271145,1.248418201,1.027211987,462,45,6.327116964,0.006601061,0.852758883,0.619285707,0.065076324
5636,1094.2,1.25,0.792,23.12969825,0.559271145,1.248418201,1.027211987,575,2,6.233921254,0.020875025,0.712841531,0.69757402,0.06027294
5614,1094.2,1,0.72,23.12969825,0.549409663,1.262307859,1.058130793,830,27,1.526181196,0.137702479,0.767718376,0.662113952,0.050941388
5635,1094.2,1.25,0.72,23.12969825,0.549409663,1.262307859,1.058130793,935,2,5.784938326,0.019893371,0.977517625,0.67635186,0.026877861
5613,1094.2,1,0.648,23.12969825,0.539495295,1.276119618,1.089187198,603,14,5.288908679,0.010499529,0.963539996,0.527528971,0.089467352
5634,1094.2,1.25,0.648,23.12969825,0.539495295,1.276119618,1.089187198,632,14,4.96680376,0.000406825,0.542132918,0.645656801,0.032437972
